stu_id,x1sex,x1race,x1stdob,x1txmtscor,x1paredu,x1hhnumber,x1famincome,x1poverty185,x1ses,x1stuedexpct,x1paredexpct,x1region,x4hscompstat,x4evratndclg,x4hs2psmos
10001,1,8,199502,59.371,5,3,10,0,1.5644,8,6,2,1,1,3
10002,2,8,199511,47.6821,3,6,3,1,-0.3699,11,6,1,1,1,3
10003,2,3,199506,64.2431,7,3,6,0,1.2741,10,10,4,1,1,4
10004,2,8,199505,49.269,4,2,5,0,0.5498,10,10,3,1,0,-7
10005,1,8,199505,62.5897,4,4,9,0,0.1495,6,10,3,1,0,-7
10006,2,8,199504,58.1268,3,6,5,0,1.0639,10,8,3,-8,-8,-8
10007,2,8,199409,49.496,2,2,4,0,-0.43,8,11,1,1,1,2
10008,1,8,199410,54.6249,7,3,7,0,1.5144,8,6,1,1,1,3
10009,1,8,199501,53.1875,2,3,4,0,-0.3103,11,11,3,1,1,8
10010,2,8,199503,63.7986,3,4,4,0,0.0451,8,6,1,-8,-8,-8
10011,1,8,199506,56.5005,5,6,5,0,1.2058,8,6,3,-8,-8,-8
10012,2,8,199502,67.6823,7,5,13,0,2.4996,11,11,2,1,1,3
10013,1,8,199509,66.6624,7,4,13,0,2.5668,8,10,3,1,1,2
10014,2,3,199203,32.4783,2,2,2,1,-0.8837,2,6,3,3,0,-7
10015,2,8,199408,53.4016,4,3,11,0,0.9973,11,10,3,1,1,2
10016,2,8,199505,63.3795,3,4,3,0,0.0686,4,6,2,1,1,3
10018,1,8,199411,63.9808,7,5,4,0,1.3989,6,7,2,1,1,3
10019,1,5,199506,53.8914,-8,-8,-8,-8,-0.0106,8,-8,2,1,1,2
10020,1,8,199411,48.4647,3,4,2,1,-0.2746,8,8,4,1,1,3
10021,1,8,199501,54.1491,2,3,10,0,0.4235,8,11,2,1,1,3
10022,1,2,199410,57.9257,5,4,13,0,1.4372,10,8,4,1,1,3
10024,1,8,199504,56.238,5,5,4,0,0.1402,6,8,2,1,1,2
10025,1,8,199402,37.7725,-8,-8,-8,-8,-0.1901,8,-8,4,3,0,-7
10026,2,2,199503,66.894,7,4,4,0,1.1142,7,10,3,1,1,2
10027,2,8,199508,47.5236,4,5,5,0,0.0887,11,6,1,1,1,7
10028,1,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
10029,1,8,199405,34.9344,1,3,3,0,-0.8297,2,2,2,-8,-8,-8
10030,2,8,199412,70.8013,5,4,7,0,1.5809,6,8,3,1,1,2
10031,2,3,199500,-8,-8,-8,-8,-8,-8,-8,-8,4,-8,-8,-8
10033,2,6,199503,28.9385,2,4,3,1,-0.6008,11,4,3,-8,-8,-8
10034,2,5,199411,44.3582,-8,-8,-8,-8,-0.0409,4,-8,2,3,1,24
10035,1,3,199300,-8,2,2,3,0,-8,-8,11,2,-8,-8,-8
10036,2,8,199503,56.6409,3,7,5,0,0.1493,8,6,2,1,1,3
10037,2,8,199506,62.7847,3,4,5,0,0.5238,8,8,3,1,1,3
10038,1,2,199507,33.6149,4,4,7,0,1.0472,6,4,4,-8,-8,-8
10039,2,2,199410,65.5911,4,7,6,0,0.6753,8,10,3,1,1,2
10040,1,8,199411,30.1157,-8,-8,-8,-8,-0.082,10,-8,4,1,1,-9
10041,2,8,199312,33.5529,2,2,2,0,-0.7046,3,1,3,1,0,-7
10042,1,8,199311,46.8918,-8,-8,-8,-8,-0.0821,6,-8,3,-8,-8,-8
10043,2,8,199407,46.9388,-8,-8,-8,-8,-0.3642,6,-8,2,1,1,3
10044,1,8,199409,67.1436,7,4,13,0,1.3291,10,10,3,1,1,3
10045,2,8,199501,45.1566,3,5,3,0,-0.2739,4,4,2,2,1,26
10046,2,8,199409,47.4921,-8,-8,-8,-8,-0.1707,11,-8,1,1,1,3
10047,1,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
10048,2,8,199308,48.3878,-8,-8,-8,-8,-0.2888,4,-8,3,-8,-8,-8
10049,2,5,199506,62.5559,5,4,6,0,0.3972,8,8,4,1,1,3
10050,2,8,199508,31.7241,2,3,1,1,-1.1012,2,11,1,1,1,1
10052,2,8,199503,38.5212,-8,-8,-8,-8,-0.5433,11,-8,3,-8,-8,-8
10053,1,8,199411,54.806,4,3,6,0,0.9842,10,6,3,-8,-8,-8
10054,2,6,199505,48.8039,2,4,3,0,-0.2606,8,8,4,-8,-8,-8
10055,1,2,199412,69.24,5,4,7,0,1.4132,8,8,2,-8,-8,-8
10056,2,8,199508,56.8163,2,4,1,1,-0.7901,6,11,2,1,1,20
10057,2,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
10058,2,2,199410,54.9576,4,4,6,0,0.5511,11,6,1,1,1,3
10059,1,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
10060,1,5,199409,55.0993,1,2,7,0,-0.0058,10,10,3,1,1,2
10061,1,2,199505,64.4295,-8,-8,-8,-8,1.165,11,-8,2,1,1,3
10062,1,6,199507,48.5401,2,8,2,1,-0.7022,10,3,2,1,0,-7
10063,1,5,199505,49.8739,-8,-8,-8,-8,-0.6763,6,-8,3,1,1,14
10064,2,8,199510,50.3536,2,5,4,0,-0.1112,11,6,2,1,1,3
10065,2,8,199409,45.847,2,4,3,1,-0.5381,6,10,3,1,0,-7
10066,1,8,199406,43.6624,2,6,5,0,-0.3694,2,6,2,-8,-8,-8
10067,1,2,199501,65.7365,1,7,1,1,-1.7526,8,6,3,1,1,2
10068,2,8,199407,50.2947,-8,-8,-8,-8,-0.0872,10,-8,3,1,0,-7
10069,1,2,199412,54.8354,7,5,13,0,1.6587,8,10,1,-8,-8,-8
10070,1,8,199408,61.1801,7,3,13,0,2.0218,10,8,3,-8,-8,-8
10071,2,8,199410,48.5055,-8,-8,-8,-8,-0.2749,11,-8,2,-8,-8,-8
10072,2,8,199403,43.2763,2,6,2,1,-0.0998,2,4,4,1,1,3
10074,2,6,199510,49.3308,2,7,5,0,-0.2813,10,2,2,1,1,3
10075,2,8,199310,49.573,4,4,3,0,-0.231,8,6,3,1,0,-7
10076,1,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,4,3,0,-7
10077,2,8,199509,53.9985,2,6,3,1,-0.5803,6,4,2,1,0,-7
10078,1,3,199504,73.529,7,3,13,0,2.1586,10,6,4,1,1,3
10079,2,6,199511,61.4345,2,2,5,0,0.0865,11,4,4,-8,-8,-8
10080,2,3,199503,38.6225,4,4,3,1,0.2028,11,6,3,1,1,8
10081,2,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8
10082,1,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8
10084,1,8,199509,67.0552,3,5,3,1,0.0884,8,6,4,1,1,3
10085,1,8,199405,45.2292,-8,-8,-8,-8,-0.2902,4,-8,2,1,0,-7
10086,2,2,199505,63.5164,-8,-8,-8,-8,-0.0996,8,-8,3,1,1,3
10087,1,6,199507,55.8121,3,2,1,1,-0.9782,6,8,4,1,1,3
10088,2,6,199505,49.7352,-8,-8,-8,-8,0.3647,10,-8,3,-8,-8,-8
10089,1,3,199411,39.5401,5,2,4,0,0.984,8,8,3,-8,-8,-8
10090,2,6,199506,50.1433,4,4,1,1,-0.0322,11,6,3,1,1,3
10091,1,5,199501,51.2382,1,3,3,0,-0.7627,4,5,3,-8,-8,-8
10092,1,8,199309,27.9219,-8,-8,-8,-8,-0.6288,2,-8,2,3,0,-7
10093,1,8,199502,49.5211,4,4,4,0,-0.1513,10,6,3,1,1,3
10094,1,8,199502,63.2917,7,5,5,0,1.7567,6,6,1,1,1,2
10095,2,6,199504,67.7484,5,6,4,0,0.122,10,8,3,1,1,3
10096,2,3,199509,47.1642,2,4,5,0,-0.3442,9,6,2,1,1,2
10097,2,5,199507,53.6645,4,4,13,0,0.9349,8,8,2,1,1,3
10099,2,8,199508,52.631100000000004,5,4,13,0,1.4352,10,8,4,1,1,3
10100,2,8,199506,42.3864,3,3,13,0,-0.1266,10,10,3,1,1,3
10101,2,8,199412,31.5936,-8,-8,-8,-8,-0.1066,11,-8,4,3,0,-7
10102,1,3,199507,46.4191,5,4,7,0,0.9312,8,10,1,-8,-8,-8
10103,1,5,199400,-8,1,3,3,0,-8,-8,11,2,1,0,-7
10104,1,8,199403,41.9997,-8,-8,-8,-8,0.034,8,-8,3,-8,-8,-8
10105,2,8,199412,63.0972,5,9,7,0,1.0498,6,8,1,1,1,2
10106,1,3,199411,57.5439,2,3,1,1,-0.4907,10,8,3,1,1,3
10107,2,3,199504,55.4635,5,4,7,0,1.2984,10,10,3,-8,-8,-8
10108,2,6,199507,64.0261,2,6,4,0,-0.4024,9,10,3,-8,-8,-8
10109,2,6,199411,38.1072,4,5,5,0,0.0876,8,6,2,1,0,-7
10110,2,8,199501,61.6932,-8,-8,-8,-8,0.5598,6,-8,3,1,1,1
10111,1,8,199210,30.5673,2,7,3,1,-0.6659,8,2,2,3,0,-7
10112,1,2,199510,77.4288,5,4,8,0,1.4591,10,10,1,1,1,3
10113,1,5,199503,54.4463,2,6,2,1,-0.8455,11,11,2,1,1,3
10114,1,8,199412,44.5891,1,5,3,1,-0.8049,4,2,4,1,0,-7
10115,1,8,199407,58.8679,2,6,7,0,-0.0649,11,2,3,-8,-8,-8
10116,1,5,199410,58.4891,2,2,2,1,-0.4728,10,6,4,-8,-8,-8
10117,2,8,199504,60.5147,4,5,4,0,0.2802,6,6,2,1,1,2
10118,1,3,199401,49.8312,2,3,3,0,0.215,8,6,3,1,1,3
10119,1,8,199402,38.2736,2,2,2,1,-1.0862,2,1,1,-8,-8,-8
10120,1,5,199406,47.6869,2,3,3,0,-0.7924,4,11,4,-8,-8,-8
10121,1,6,199406,34.2949,2,6,2,1,-0.7549,6,2,3,-8,-8,-8
10122,2,2,199506,56.3244,-8,-8,-8,-8,0.2871,10,-8,3,1,1,-9
10123,1,8,199500,-8,2,3,4,0,-8,-8,11,3,1,1,2
10124,2,8,199504,49.2027,-8,-8,-8,-8,0.3555,11,-8,3,1,0,-7
10126,1,8,199407,33.7073,5,4,9,0,0.3709,4,6,3,-8,-8,-8
10127,2,3,199508,49.547,2,3,4,0,-0.4293,8,10,3,1,1,6
10128,1,2,199410,52.3332,4,3,2,1,0.2533,11,6,1,1,1,3
10129,1,6,199411,71.1744,3,3,5,0,0.2807,8,8,3,1,1,1
10130,2,8,199409,40.3799,2,2,2,0,-0.7751,2,10,2,-8,-8,-8
10131,1,5,199502,75.5809,5,3,6,0,0.5592,10,10,4,1,1,3
10132,2,8,199412,57.4303,4,6,3,1,0.3202,6,6,2,1,1,3
10133,1,5,199505,57.9203,2,9,1,1,-1.1259,6,3,1,-8,-8,-8
10135,1,8,199412,37.6012,2,2,4,0,0.2157,3,4,3,-8,-8,-8
10136,2,8,199404,39.2558,-8,-8,-8,-8,-0.2589,10,-8,3,2,1,15
10137,1,8,199503,55.5352,3,5,2,1,-0.4726,5,2,3,1,0,-7
10138,1,3,199505,47.1855,5,6,1,1,-0.1636,4,8,1,1,1,3
10139,1,8,199408,51.0166,-8,-8,-8,-8,-0.0593,2,-8,4,3,0,-7
10140,2,5,199411,48.4349,2,4,2,1,-0.6665,8,4,1,-8,-8,-8
10141,1,3,199409,46.7809,2,2,3,0,-0.6333,6,6,2,2,0,-7
10142,1,4,199408,34.6057,-8,-8,-8,-8,-0.9297,2,-8,3,-8,-8,-8
10143,1,2,199510,60.7838,4,5,5,0,1.0303,11,8,3,1,1,2
10145,1,6,199503,47.3269,3,4,3,0,0.0676,10,6,3,1,1,-9
10146,2,6,199404,40.5263,4,3,2,1,0.1079,10,2,3,1,1,3
10147,1,8,199310,56.2965,2,4,5,0,-0.2751,11,4,1,2,1,30
10148,1,5,199308,43.1023,-8,-8,-8,-8,-0.7937,10,-8,4,-8,-8,-8
10149,1,8,199412,49.4672,2,4,7,0,0.101,2,6,4,1,0,-7
10150,1,8,199411,52.5584,5,5,2,1,0.5366,10,10,3,-8,-8,-8
10151,2,8,199500,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8
10153,1,8,199505,69.6107,4,6,5,0,1.1111,8,10,3,1,1,4
10154,1,8,199411,58.7944,2,6,3,1,0.2565,6,8,3,1,0,-7
10155,1,5,199508,64.4815,2,6,2,1,-0.9271,11,10,4,1,1,3
10156,1,8,199505,48.4579,7,6,9,0,1.9004,11,10,3,1,0,-7
10158,1,8,199406,53.5701,5,3,5,0,0.9834,10,6,4,1,1,3
10159,2,8,199507,43.6691,2,4,7,0,0.0489,11,4,1,1,1,3
10160,2,8,199509,51.5413,3,6,7,0,0.1032,6,6,2,1,1,3
10161,1,8,199507,48.8718,2,2,2,1,-0.8837,11,6,3,1,1,14
10162,1,5,199410,54.2935,1,5,3,1,-0.9416,2,10,3,1,1,7
10163,1,5,199412,68.3935,3,6,5,0,-0.0505,8,7,3,1,1,30
10164,1,2,199501,50.4159,7,6,11,0,1.8024,10,10,2,1,1,4
10165,1,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,4
10166,1,8,199505,61.0067,4,5,5,0,1.0753,8,10,3,1,1,3
10167,1,8,199507,51.0248,-8,-8,-8,-8,0.3253,6,-8,3,1,1,2
10168,1,8,199508,43.5267,4,7,7,0,0.756,4,6,3,1,1,2
10169,1,8,199410,51.9807,4,6,5,0,0.1516,8,10,2,1,1,8
10170,1,2,199412,63.0721,4,4,3,0,0.3952,10,10,3,1,1,2
10171,2,8,199503,66.6382,4,2,4,0,0.811,10,10,3,1,1,3
10172,2,8,199411,41.9635,2,4,1,1,-1.3184,6,11,2,-8,-8,-8
10173,2,8,199507,65.4175,7,5,13,0,2.2775,10,10,2,1,1,2
10175,1,2,199409,51.1482,-8,-8,-8,-8,0.1268,6,-8,2,1,1,3
10176,2,8,199409,44.1874,-8,-8,-8,-8,-0.487,2,-8,1,-8,-8,-8
10177,1,8,199309,32.2231,2,5,3,1,0.0301,2,2,3,-8,-8,-8
10178,2,8,199412,69.3018,5,5,8,0,0.4133,11,10,4,1,1,3
10179,2,2,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
10180,2,6,199410,53.3125,4,3,8,0,0.9223,10,10,4,1,1,2
10181,1,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
10182,1,8,199503,57.237,4,4,8,0,1.3703,6,8,4,-8,-8,-8
10183,2,8,199410,58.9156,4,4,6,0,0.1878,10,8,3,1,1,3
10184,1,8,199412,49.3304,2,6,4,0,0.0462,5,10,2,1,1,3
10185,1,4,199500,-8,-8,-8,-8,-8,-8,-8,-8,4,-8,-8,-8
10186,2,2,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,1,0,-7
10187,2,6,199504,50.4986,4,6,6,0,0.7085,4,6,1,-8,-8,-8
10189,2,2,199500,-8,-8,-8,-8,-8,-8,-8,-8,4,1,1,3
10190,1,8,199505,55.5727,-8,-8,-8,-8,0.1626,2,-8,2,-8,-8,-8
10191,2,1,199311,38.5661,2,10,4,1,-0.281,11,11,2,1,0,-7
10192,1,7,199411,47.3637,2,5,2,1,0.0027,4,8,1,1,1,2
10193,2,8,199408,32.6739,4,4,13,0,1.0269,8,6,4,1,1,3
10194,1,8,199502,57.3826,2,4,8,0,-0.0327,6,8,3,1,1,3
10195,1,6,199505,59.197,4,5,4,0,1.0087,8,6,3,1,1,2
10196,2,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,2
10197,1,2,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
10199,1,5,199211,31.8621,2,3,3,0,0.1172,1,1,3,2,0,-7
10200,1,8,199507,43.2506,3,5,4,0,-0.1942,6,11,4,1,0,-7
10201,2,8,199312,36.179,-8,-8,-8,-8,-0.29,8,-8,3,-8,-8,-8
10202,1,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8
10203,1,2,199505,49.7886,4,5,4,0,0.0776,6,6,2,-8,-8,-8
10204,1,5,199500,-8,3,5,3,1,-8,-8,3,1,1,0,-7
10205,2,8,199503,50.3963,2,2,8,0,0.5788,8,8,3,1,1,2
10206,2,8,199510,67.1431,-8,-8,-8,-8,0.6767,8,-8,1,-8,-8,-8
10207,1,1,199503,51.2415,3,5,3,1,-0.4381,11,6,1,-8,-8,-8
10208,1,8,199410,31.533,-8,-8,-8,-8,-0.2391,11,-8,3,1,0,-7
10209,1,5,199410,35.7946,2,3,5,0,-0.3711,8,3,3,-8,-8,-8
10210,1,5,199601,62.3903,7,6,6,0,2.0292,10,8,2,1,1,2
10211,2,8,199410,55.4284,5,3,7,0,1.0961,11,6,2,1,1,3
10212,1,8,199501,78.6415,7,3,8,0,1.9172,8,8,4,1,1,3
10213,2,8,199503,52.5168,-8,-8,-8,-8,0.879,8,-8,3,1,1,4
10214,1,6,199504,61.8043,2,7,2,1,-0.5442,10,10,1,1,1,28
10215,1,6,199503,51.5896,-8,-8,-8,-8,-0.6203,8,-8,2,-8,-8,-8
10216,1,8,199412,53.9321,4,4,5,0,0.1295,11,8,1,1,1,2
10217,2,5,199500,-8,5,5,6,0,-8,-8,10,4,1,1,2
10218,1,8,199501,57.7134,2,3,4,0,-0.1277,4,11,3,-8,-8,-8
10219,1,8,199501,41.8678,3,4,5,0,0.4431,2,11,4,1,1,30
10220,1,8,199505,61.5325,2,4,2,1,-0.9952,5,11,2,1,1,2
10221,1,6,199411,62.2458,4,4,2,1,0.1782,11,6,3,1,1,3
10222,1,2,199311,28.2156,-8,-8,-8,-8,-0.5349,10,-8,4,-8,-8,-8
10223,2,8,199408,55.0041,4,5,7,0,0.2131,8,8,3,1,1,0
10224,1,8,199410,55.9562,4,3,8,0,0.5769,6,10,3,1,1,2
10226,2,1,199412,69.7227,5,4,6,0,0.8994,10,10,3,1,1,3
10227,2,3,199502,60.6604,4,5,4,0,0.2531,10,8,3,1,1,1
10228,2,8,199311,41.1471,2,4,4,0,-0.5007,6,10,3,1,1,3
10229,2,8,199410,63.7739,4,4,8,0,1.3994,10,10,2,1,1,3
10230,1,5,199505,48.1132,4,3,8,0,0.7785,11,6,4,1,0,-7
10231,2,4,199300,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,3
10232,1,8,199505,46.5772,2,2,1,1,-1.3419,2,2,3,1,1,3
10233,1,8,199407,58.2996,5,3,5,0,1.5235,6,6,3,1,1,2
10234,2,3,199501,61.6927,4,6,5,0,0.8559,10,10,3,1,1,2
10235,2,8,199505,38.4425,-8,-8,-8,-8,-0.2312,6,-8,4,1,1,20
10236,1,8,199500,39.2577,2,3,4,0,-0.4813,11,4,1,1,1,2
10237,1,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8
10238,1,8,199410,72.7773,4,5,6,0,0.6733,8,8,3,-8,-8,-8
10239,2,5,199509,64.4785,2,3,3,0,-0.5089,8,10,4,1,1,2
10240,1,5,199505,49.92,2,3,4,0,-0.1403,8,6,4,-8,-8,-8
10241,1,8,199503,53.3296,5,6,6,0,0.8973,8,6,2,1,1,4
10242,2,5,199506,46.3173,-8,-8,-8,-8,-0.401,11,-8,2,-8,-8,-8
10246,2,5,199600,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8
10247,1,8,199412,56.5534,2,4,4,0,-0.2066,6,4,2,1,1,3
10248,2,5,199505,59.4755,3,3,1,1,-1.0134,8,10,2,-8,-8,-8
10249,1,6,199405,62.8043,5,3,7,0,0.7983,11,6,3,1,1,3
10250,1,8,199405,62.2693,-8,-8,-8,-8,0.1271,2,-8,4,-8,-8,-8
10251,2,5,199508,45.9831,3,5,3,1,-0.0643,8,6,3,1,1,1
10252,2,6,199505,65.3481,4,3,3,0,0.6195,10,8,3,1,1,2
10253,1,3,199503,61.3687,5,5,13,0,1.2556,10,10,3,1,1,3
10254,2,5,199504,41.7451,7,5,1,1,0.6675,4,6,4,1,1,3
10256,2,3,199511,47.9258,2,4,6,0,0.4329,8,8,1,1,1,2
10257,2,8,199505,56.6051,4,7,6,0,0.5718,8,6,1,1,1,2
10258,1,8,199502,48.4576,2,3,2,0,0.0027,8,4,3,1,0,-7
10259,2,8,199506,44.3952,4,6,4,0,0.0839,6,6,2,1,1,2
10260,2,8,199502,63.4612,4,4,13,0,1.0476,10,11,2,1,1,3
10261,2,6,199509,49.085,3,4,3,0,-0.1181,8,6,3,-8,-8,-8
10263,1,5,199312,44.0829,-8,-8,-8,-8,-1.2992,2,-8,3,1,0,-7
10264,2,2,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,2
10265,2,8,199504,48.6641,2,4,3,1,-0.0714,11,4,3,1,1,7
10266,2,8,199508,60.5927,5,5,10,0,1.6415,10,6,2,1,1,26
10267,1,3,199404,36.3265,-8,-8,-8,-8,-0.317,8,-8,3,-8,-8,-8
10268,2,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,4,1,1,3
10270,1,3,199500,-8,-8,-8,-8,-8,-8,-8,-8,4,-8,-8,-8
10271,2,8,199412,53.842,7,11,13,0,1.6922,11,10,2,-8,-8,-8
10272,1,8,199412,59.9612,5,4,9,0,1.0189,9,6,2,1,1,2
10273,1,8,199508,31.5739,4,5,10,0,1.3209,11,6,3,1,1,3
10274,2,8,199506,64.3005,4,5,3,1,0.3842,10,8,3,1,1,2
10275,1,3,199506,36.2888,3,2,3,0,0.0885,8,6,2,1,1,2
10277,1,3,199500,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,2
10278,1,5,199408,46.8259,-8,-8,-8,-8,-0.6849,2,-8,3,1,0,-7
10280,1,6,199410,64.5217,7,4,5,0,1.4259,10,10,3,1,1,3
10281,2,8,199411,42.3415,2,2,1,1,-1.1012,11,2,2,1,0,-7
10282,2,8,199410,40.5817,4,5,4,0,0.3877,8,6,2,1,0,-7
10283,2,6,199507,64.0675,2,5,4,0,0.3474,6,10,4,1,1,2
10284,2,4,199506,62.2617,-8,-8,-8,-8,-0.6014,6,-8,2,1,1,3
10285,1,7,199412,57.2458,2,3,2,1,-0.2233,8,2,1,1,0,-7
10286,1,8,199509,71.7701,4,5,4,0,1.1463,8,6,1,1,1,2
10287,2,5,199506,49.612,-8,-8,-8,-8,-0.1576,7,-8,3,1,1,3
10288,2,8,199504,53.3906,2,5,3,1,-0.7426,11,4,3,1,1,0
10290,2,3,199508,65.308,4,4,11,0,1.0467,10,10,2,1,1,4
10291,2,8,199510,48.3287,2,2,13,0,0.4976,10,10,3,-8,-8,-8
10293,1,3,199311,46.66,-8,-8,-8,-8,0.2201,10,-8,1,2,0,-7
10294,1,8,199508,64.3825,5,3,3,0,0.5518,10,2,1,1,0,-7
10297,2,8,199412,64.7733,7,3,9,0,1.0708,10,8,4,1,1,3
10298,1,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,1,0,-7
10299,2,2,199508,53.1339,-8,-8,-8,-8,-0.452,2,-8,3,1,1,7
10300,2,8,199506,45.5236,2,4,2,1,-0.6231,2,4,3,-8,-8,-8
10301,1,8,199507,37.461,-8,-8,-8,-8,0.257,2,-8,3,1,1,9
10302,1,3,199505,44.1058,2,3,5,0,0.1653,6,6,2,1,1,3
10303,1,2,-9,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,3
10304,1,5,199507,43.5211,3,3,5,0,1.0639,8,10,4,1,1,3
10305,2,5,199508,55.5727,2,7,1,1,-1.0282,2,4,1,1,1,7
10306,2,5,199504,39.7401,-8,-8,-8,-8,-1.4015,8,-8,4,-8,-8,-8
10307,1,8,199402,43.1947,-8,-8,-8,-8,-0.56,1,-8,2,3,0,-7
10308,1,3,199503,46.0564,-8,-8,-8,-8,-0.4475,11,-8,1,3,0,-7
10309,2,3,199412,36.7248,2,3,2,1,-0.056,11,6,4,1,1,15
10310,2,8,199501,41.2652,-8,-8,-8,-8,-0.3751,2,-8,3,-8,-8,-8
10311,1,3,199502,61.7196,4,3,2,1,0.4073,10,10,1,1,1,3
10312,2,2,-9,-8,-8,-8,-8,-8,-8,-8,-8,2,1,0,-7
10314,2,6,199508,50.1368,2,4,2,1,-0.755,6,4,4,1,0,-7
10315,1,8,199412,49.5257,-8,-8,-8,-8,0.4571,6,-8,2,1,1,3
10316,2,8,199409,59.0537,5,5,6,0,1.0407,8,10,1,1,1,2
10317,1,3,199511,61.2309,-8,-8,-8,-8,0.7185,8,-8,1,1,1,2
10318,1,8,199501,53.7345,3,3,3,0,-0.1639,10,10,4,-8,-8,-8
10320,2,2,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,2
10321,1,4,-9,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,14
10322,1,8,199505,53.7547,5,4,6,0,1.4893,11,8,4,1,1,3
10323,2,8,199505,34.0761,4,3,4,0,-0.2213,11,8,1,1,1,2
10324,2,8,199411,51.8666,4,6,4,0,0.7921,6,6,2,1,1,2
10325,1,5,199410,63.1422,2,5,3,0,-0.4129,8,4,2,-8,-8,-8
10326,2,2,199509,75.0439,7,4,3,1,2.007,10,10,3,1,1,4
10327,1,5,199402,35.4759,-8,-8,-8,-8,-0.8061,2,-8,3,1,0,-7
10328,2,8,199506,32.5395,7,3,13,0,2.5308,11,6,3,1,0,-7
10329,2,8,199506,53.9987,-8,-8,-8,-8,0.3692,8,-8,3,-8,-8,-8
10330,1,8,199412,47.4455,3,4,1,1,-0.4794,11,4,2,-8,-8,-8
10331,2,8,199412,58.7895,4,5,8,0,0.3282,8,8,2,1,1,2
10332,1,8,199510,55.1363,4,4,9,0,0.6766,11,6,4,-8,-8,-8
10333,2,3,199506,48.7074,1,3,1,1,-1.5119,2,8,3,1,0,-7
10334,2,5,199510,49.6469,5,4,6,0,0.4939,8,10,1,1,1,2
10335,2,5,199409,60.2106,-8,-8,-8,-8,-0.3335,8,-8,3,1,1,2
10336,1,8,199410,58.6335,3,2,3,0,0.0885,4,8,2,1,1,3
10338,1,8,199505,59.2222,3,5,3,0,-0.0176,8,11,3,-8,-8,-8
10339,1,5,199512,51.1632,4,2,2,0,-0.3118,6,10,3,1,1,3
10340,1,8,199504,53.9253,-8,-8,-8,-8,0.4099,11,-8,1,1,1,2
10341,1,5,199206,56.2858,2,8,1,1,-1.1739,11,10,3,3,0,-7
10342,1,3,199405,26.7135,4,5,5,0,0.5563,11,4,4,1,1,-9
10343,1,5,199402,53.9395,-8,-8,-8,-8,-0.8471,11,-8,2,1,1,30
10344,2,8,199508,54.7217,2,3,8,0,0.0502,11,3,3,1,1,14
10345,1,2,199306,58.9486,7,5,3,1,1.6564,11,6,1,-8,-8,-8
10346,1,7,199412,51.3474,4,6,2,1,0.1658,6,10,4,1,0,-7
10347,1,5,199511,48.1629,3,4,2,1,-0.2206,11,8,1,1,0,-7
10348,1,5,199409,49.7418,4,5,5,0,1.1228,6,6,3,1,1,3
10349,1,5,199501,34.2696,1,3,2,1,-0.9147,2,11,2,-8,-8,-8
10350,2,8,199410,53.2136,4,6,1,1,-0.5231,2,2,1,1,0,-7
10351,1,8,199400,32.7682,3,3,2,1,0.1757,2,11,4,2,1,1
10352,2,8,199505,49.4722,-8,-8,-8,-8,0.1491,4,-8,1,-8,-8,-8
10353,2,8,199412,43.2347,2,2,1,1,-1.1012,11,11,3,1,0,-7
10354,1,8,199506,46.3804,3,4,4,0,-0.2903,6,4,4,1,0,-7
10355,1,6,199412,63.0899,7,5,7,0,2.0667,6,10,1,1,1,3
10356,2,8,199406,48.2431,2,4,4,0,0.0374,11,8,3,1,0,-7
10357,1,8,199505,34.5885,3,3,5,0,0.2551,6,6,3,1,1,3
10359,1,2,199510,59.4251,-8,-8,-8,-8,-0.3342,8,-8,2,1,1,0
10360,1,2,199400,-8,4,5,2,1,-8,-8,11,3,1,1,3
