stu_id,x1sex,x1race,x1stdob,x1txmtscor,x1paredu,x1hhnumber,x1famincome,x1poverty185,x1ses,x1stuedexpct,x1paredexpct,x1region,x4hscompstat,x4evratndclg,x4hs2psmos
20946,1,5,199406,58.4452,1,3,1,1,-1.26,11,11,3,1,0,-7
20947,1,8,199501,59.3331,5,4,4,0,0.984,10,8,2,1,1,3
20948,1,3,199501,58.4149,3,8,3,1,-0.3162,6,8,3,1,1,2
20949,1,5,199504,47.4361,-8,-8,-8,-8,-0.2959,10,-8,4,-8,-8,-8
20950,2,8,199508,61.4325,5,5,7,0,1.3978,10,8,4,1,1,3
20951,2,8,199409,52.7733,4,2,5,0,0.5117,11,6,4,-8,-8,-8
20952,2,6,199503,55.5235,3,9,2,1,-0.4973,11,6,3,1,1,15
20953,2,5,199509,40.1826,2,7,3,1,-0.6888,2,10,3,1,0,-7
20954,2,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,2,1,0,-7
20955,2,8,199411,53.2172,2,4,4,0,-0.5708,8,10,4,1,1,3
20956,2,8,199402,25.6373,3,2,3,0,-0.2226,11,2,3,1,0,-7
20957,1,8,199409,68.1863,4,3,9,0,-0.0177,9,8,4,1,1,4
20958,2,2,199408,62.9605,1,5,3,1,-1.0785,10,10,1,1,1,2
20959,2,3,199509,46.7611,2,4,1,1,-0.4058,10,8,3,1,1,2
20960,1,5,199505,55.3946,2,4,3,0,-0.2262,6,8,1,-8,-8,-8
20962,1,8,199411,51.352,2,5,1,1,-1.2246,8,10,3,1,1,8
20963,2,6,199505,38.7354,1,3,1,1,-1.7157,10,8,4,-8,-8,-8
20964,2,5,199505,61.9273,-8,-8,-8,-8,-0.2016,10,-8,1,1,1,3
20965,2,5,199405,31.2178,2,4,1,1,-1.0788,2,2,3,-8,-8,-8
20966,2,5,199400,-8,1,5,1,1,-8,-8,10,2,-8,-8,-8
20967,2,8,199505,59.0807,2,5,2,1,-0.3266,2,4,3,1,0,-7
20968,2,6,199504,52.9787,-8,-8,-8,-8,-0.0326,11,-8,3,-8,-8,-8
20969,2,2,199405,56.3144,-8,-8,-8,-8,0.7338,10,-8,3,1,1,2
20970,1,8,199502,61.4105,2,4,3,0,-0.2262,10,11,3,1,0,-7
20971,2,6,199409,50.5051,1,5,2,1,-1.2268,11,11,2,-8,-8,-8
20972,2,8,199501,60.0539,4,3,2,1,0.1079,6,8,2,1,1,3
20973,1,8,199501,57.6221,5,4,9,0,1.0893,11,6,2,1,1,2
20974,1,8,199303,52.6389,3,10,4,1,-0.2365,2,2,1,2,0,-7
20975,1,8,199503,44.5911,2,4,6,0,-0.1972,4,2,3,1,1,3
20976,1,5,199507,45.2709,2,4,3,1,-0.7135,11,8,2,1,1,2
20977,2,6,199507,48.5757,2,6,3,1,-0.561,8,10,3,1,1,3
20978,2,1,199506,53.5842,3,3,3,0,-0.4398,8,6,4,1,1,2
20979,1,1,199505,48.4985,-8,-8,-8,-8,-0.3664,2,-8,3,1,0,-7
20980,1,3,199400,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
20981,1,8,199411,40.4855,1,4,2,1,-0.9992,4,2,3,2,0,-7
20982,1,8,199410,53.9088,3,5,2,1,-0.4973,11,10,3,-8,-8,-8
20983,2,5,199504,50.3064,2,4,2,1,-0.7306,10,10,3,-8,-8,-8
20984,2,5,199506,55.8646,3,4,3,0,-0.2739,6,8,2,-8,-8,-8
20986,2,8,199506,64.7322,2,6,4,0,-0.4161,10,8,1,1,1,3
20987,1,8,199502,50.5929,3,4,6,0,0.3879,11,8,3,-8,-8,-8
20988,2,8,199500,-8,2,5,2,1,-8,-8,4,2,1,1,2
20989,2,8,199412,55.388,-8,-8,-8,-8,1.1607,11,-8,1,1,1,2
20990,1,8,199409,49.6379,2,4,2,1,-0.8837,2,2,2,1,0,-7
20991,1,8,199503,59.712,5,2,3,0,0.5048,6,6,1,1,0,-7
20992,2,8,199402,35.6498,3,2,6,0,-0.0634,10,6,4,1,1,3
20993,2,6,199410,40.1454,2,3,2,1,-0.6785,2,3,3,1,1,3
20994,1,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
20995,1,2,199412,60.4326,4,4,1,1,0.1166,2,8,2,-8,-8,-8
20996,1,8,199412,41.1598,2,4,5,0,-0.151,2,4,3,1,1,3
20997,2,8,199412,56.2548,4,4,13,0,0.4328,8,6,2,1,1,3
20998,1,5,199310,40.132,1,3,1,1,-1.2407,2,2,3,3,0,-7
20999,1,4,199407,38.314,-8,-8,-8,-8,-0.3716,11,-8,2,-8,-8,-8
21000,1,8,199507,61.8873,5,4,3,1,-0.1343,6,4,2,1,1,2
21001,1,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,3,1,0,-7
21002,1,6,199406,43.2846,-8,-8,-8,-8,-0.0722,2,-8,4,-8,-8,-8
21003,2,8,199510,62.1661,3,5,3,0,-0.2779,8,6,4,1,1,3
21004,2,6,199506,46.8496,-8,-8,-8,-8,-0.0472,8,-8,3,-8,-8,-8
21005,2,8,199412,65.6307,-8,-8,-8,-8,0.1314,6,-8,2,1,1,15
21006,1,2,199410,47.1424,4,3,6,0,1.3295,11,8,3,1,1,2
21007,2,5,199506,42.8181,2,5,2,1,-0.2477,10,8,1,-8,-8,-8
21008,2,5,199506,49.0229,5,7,2,1,-0.3043,2,10,4,-8,-8,-8
21009,2,8,199504,49.1473,4,5,6,0,0.5511,8,6,2,1,1,3
21010,2,1,199310,32.0004,2,10,1,1,-0.7134,10,8,2,1,0,-7
21011,2,8,199502,53.4883,7,4,13,0,2.5466,8,8,2,1,1,3
21012,1,8,199510,45.2909,2,5,3,1,-0.2641,6,4,2,1,1,4
21013,1,5,199407,50.3359,1,3,1,1,-1.4004,6,4,3,1,0,-7
21014,1,3,199408,42.7859,-8,-8,-8,-8,0.1506,2,-8,2,1,0,-7
21015,1,8,199506,39.0777,4,4,5,0,0.4004,8,7,1,-8,-8,-8
21016,1,5,199406,54.7412,7,6,8,0,1.897,11,8,3,1,1,2
21017,2,5,199409,46.6451,2,4,1,1,-1.1012,2,2,1,-8,-8,-8
21018,1,8,199501,67.9387,5,4,8,0,1.5384,8,8,2,1,1,2
21019,1,8,199406,50.8298,2,4,2,1,-0.6452,11,2,2,1,0,-7
21020,1,5,199410,49.1401,4,3,1,1,-0.4442,11,6,3,1,1,8
21021,1,8,199207,47.8814,1,3,1,1,-1.2877,2,1,3,2,1,30
21022,2,8,199410,64.7441,7,5,11,0,1.035,8,6,2,1,1,3
21023,2,8,199505,57.2946,2,2,4,0,-0.0103,11,7,3,1,1,3
21024,1,3,199504,49.9983,2,6,2,1,-0.0102,6,8,2,1,0,-7
21025,1,1,199504,53.2556,3,4,2,1,0.4543,11,8,2,1,1,8
21026,2,8,199408,52.8427,4,4,8,0,0.6487,8,10,2,-8,-8,-8
21027,2,8,199507,64.9122,3,5,3,1,0.3814,6,8,3,1,1,15
21028,1,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,3
21029,1,5,199503,38.7369,2,4,4,0,-0.7675,10,11,2,1,1,10
21030,1,8,199402,30.8199,-8,-8,-8,-8,-0.7637,6,-8,2,2,0,-7
21031,2,5,199404,38.1898,1,8,1,1,-1.7157,2,6,2,1,1,-9
21032,2,5,199505,48.9881,-8,-8,-8,-8,0.5184,10,-8,1,1,1,3
21033,1,5,199503,29.8934,-8,-8,-8,-8,-1.5123,2,-8,2,1,0,-7
21034,1,3,199500,-8,-8,-8,-8,-8,-8,-8,-8,2,1,0,-7
21035,2,5,199409,33.0985,-8,-8,-8,-8,-0.3904,11,-8,3,1,1,2
21036,1,8,199505,59.5493,-8,-8,-8,-8,0.4683,8,-8,4,-8,-8,-8
21037,2,8,199504,49.2948,4,7,3,1,0.3822,11,6,4,1,0,-7
21039,1,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8
21040,2,8,199409,62.4448,5,4,3,0,0.3103,8,6,1,1,0,-7
21041,2,5,199501,40.6154,2,4,2,1,-0.7751,11,2,1,3,0,-7
21042,1,8,199410,39.6591,-8,-8,-8,-8,0.3003,11,-8,4,3,0,-7
21043,2,8,199504,56.4764,4,5,5,0,0.6743,6,6,3,-8,-8,-8
21044,1,8,199511,56.3238,4,3,5,0,0.8559,6,6,2,1,1,3
21045,2,8,199409,42.2522,2,3,2,1,-0.9072,11,11,2,-8,-8,-8
21046,1,8,199411,47.239,2,4,2,1,-0.5173,11,3,2,1,1,30
21047,2,8,199408,60.4197,4,3,10,0,1.2796,6,8,3,1,1,3
21048,1,8,199412,61.6376,4,5,4,0,0.8023,6,6,2,1,1,2
21049,2,5,199411,49.3245,5,3,7,0,1.5623,11,6,1,1,1,14
21050,2,8,199502,53.3468,-8,-8,-8,-8,0.0942,8,-8,1,1,1,2
21051,2,8,199504,50.2926,4,3,5,0,0.5498,8,6,2,-8,-8,-8
21053,2,8,199507,30.7893,2,6,1,1,-0.4948,5,6,2,1,0,-7
21054,2,5,199508,44.0879,1,3,1,1,-1.7157,2,2,2,-8,-8,-8
21055,1,3,199512,47.5423,3,3,4,0,-0.1984,6,6,3,1,0,-7
21056,2,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
21057,2,3,199410,27.2489,-8,-8,-8,-8,-0.8683,11,-8,4,1,0,-7
21058,2,6,199412,51.9873,-8,-8,-8,-8,-0.3521,4,-8,3,1,0,-7
21059,1,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,4,1,1,3
21060,1,5,199410,36.3518,3,4,4,0,0.5507,10,10,3,1,1,3
21061,1,8,199506,60.8966,5,4,6,0,0.6072,8,8,2,1,1,3
21063,2,8,199503,50.4341,2,5,8,0,-0.0327,8,10,2,1,0,-7
21064,1,6,199502,49.7802,1,3,1,1,-1.0217,11,2,1,-8,-8,-8
21065,2,3,199406,54.662,-8,-8,-8,-8,0.5844,10,-8,2,-8,-8,-8
21066,2,8,199505,47.5693,2,4,5,0,-0.4003,11,6,4,1,1,3
21067,1,6,199304,58.1577,2,5,2,1,-0.791,8,6,3,-8,-8,-8
21068,2,2,199403,50.5965,-8,-8,-8,-8,0.0397,10,-8,3,-8,-8,-8
21069,1,8,199409,53.9547,2,3,9,0,0.0782,10,10,2,1,1,8
21070,1,4,199300,-8,-8,-8,-8,-8,-8,-8,-8,3,1,0,-7
21071,2,8,199504,38.9287,2,4,13,0,0.4753,10,10,3,-8,-8,-8
21073,2,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8
21074,1,3,199501,56.4429,5,4,7,0,1.5809,6,8,2,1,1,2
21075,2,8,199411,69.2409,4,5,9,0,0.1802,8,10,3,1,1,2
21076,1,8,199403,30.727,2,5,2,1,-0.4315,11,2,2,1,0,-7
21077,1,5,199410,51.0404,1,5,1,1,-1.5735,4,10,1,-8,-8,-8
21078,1,6,199409,41.2194,2,3,3,0,-0.5672,10,4,3,-8,-8,-8
21079,1,8,199402,26.4101,-8,-8,-8,-8,-0.9472,5,-8,4,-8,-8,-8
21080,1,8,199501,55.833,-8,-8,-8,-8,0.1918,10,-8,3,1,1,24
21081,2,8,199502,38.3663,-8,-8,-8,-8,-0.453,2,-8,1,2,1,1
21082,2,3,199505,42.8203,-8,-8,-8,-8,0.0239,11,-8,2,-8,-8,-8
21083,2,5,199412,44.9952,-8,-8,-8,-8,-1.2035,6,-8,4,3,0,-7
21084,2,8,199503,44.0304,-8,-8,-8,-8,-0.3401,2,-8,3,1,1,9
21085,1,8,199411,57.9183,3,4,6,0,0.5158,6,6,2,1,1,3
21086,1,3,199510,38.5864,5,3,5,0,0.9693,10,10,3,1,1,2
21087,2,8,199503,54.4203,2,4,2,1,-0.6665,2,8,4,-8,-8,-8
21088,1,5,199503,48.8807,3,5,5,0,-0.2322,6,6,3,-8,-8,-8
21089,1,8,199407,62.3005,3,5,4,0,0.1266,8,4,4,1,1,3
21090,2,6,199503,50.4811,2,6,3,1,-0.4129,11,11,2,1,0,-7
21091,1,8,199501,53.1786,-8,-8,-8,-8,0.1422,11,-8,2,1,0,-7
21092,1,8,199411,45.245,3,6,11,0,0.1191,3,4,2,1,1,3
21093,1,2,199507,76.9871,5,4,7,0,1.4132,10,11,3,1,1,2
21094,2,6,199506,58.5361,2,4,3,0,0.2072,10,8,3,1,1,3
21095,2,5,199602,63.7515,5,4,8,0,0.9292,10,10,2,1,1,2
21096,2,8,199404,49.6781,-8,-8,-8,-8,-0.128,2,-8,3,-8,-8,-8
21097,1,8,199409,55.4273,3,4,1,1,-0.3267,9,6,2,-8,-8,-8
21098,2,3,199412,39.7428,2,3,2,1,-0.3935,8,10,3,-8,-8,-8
21099,2,8,199407,45.1734,-8,-8,-8,-8,0.5792,6,-8,3,-8,-8,-8
21100,2,8,199509,53.648,4,2,7,0,0.1607,10,6,1,1,1,2
21101,2,2,199506,53.8114,2,2,2,1,-1.0862,8,10,3,1,1,3
21102,2,6,199412,58.7428,7,5,11,0,1.9315,6,6,2,1,1,3
21103,2,2,199505,56.678,-8,-8,-8,-8,0.5045,2,-8,4,1,1,3
21104,1,8,199502,32.6594,4,3,1,1,-0.3738,2,2,4,2,0,-7
21105,2,8,199412,57.0799,2,3,5,0,-0.4854,10,10,2,1,1,3
21106,1,8,199410,42.1911,3,3,2,1,-0.8546,11,11,3,-8,-8,-8
21107,1,8,199501,54.9512,5,5,6,0,1.4893,6,8,4,1,0,-7
21108,2,8,199412,43.9778,3,6,4,0,0.3228,2,3,3,1,0,-7
21110,2,8,199408,37.2788,-8,-8,-8,-8,-0.5973,1,-8,3,1,1,6
21111,1,8,199411,48.1753,2,8,3,1,-0.6871,11,6,3,-8,-8,-8
21112,2,8,199412,59.3791,4,4,5,0,0.522,10,8,2,1,1,3
21113,1,8,199503,51.2896,4,3,3,0,-0.0996,11,6,2,1,1,3
21114,2,8,199508,50.4953,2,3,3,0,-0.3006,10,2,4,1,0,-7
21115,1,5,199200,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8
21116,2,8,199505,50.388,-8,-8,-8,-8,0.0681,11,-8,2,1,1,3
21117,2,5,199411,52.2751,3,4,1,1,-0.6285,10,6,3,1,1,7
21118,2,8,199406,40.3343,-8,-8,-8,-8,-0.0885,4,-8,3,-8,-8,-8
21119,2,8,199504,50.6064,2,4,3,0,-0.4615,10,10,4,-8,-8,-8
21120,2,5,199500,-8,1,2,1,1,-8,-8,10,3,1,1,2
21121,1,8,199503,55.909,4,4,5,0,0.5329,11,6,2,1,0,-7
21122,2,3,199311,51.2958,1,3,1,1,-1.3329,2,2,1,1,1,24
21124,1,8,199407,64.3318,7,5,12,0,2.5125,8,8,2,1,1,0
21125,2,8,199412,75.5519,2,3,2,1,-0.8837,11,6,3,1,1,2
21126,1,2,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,3
21127,2,5,199507,59.3324,4,5,2,1,0.0266,10,8,3,1,1,3
21128,2,3,199403,32.7991,-8,-8,-8,-8,-0.2993,4,-8,1,3,0,-7
21129,2,8,199409,43.6895,2,4,4,0,-0.4434,10,4,2,1,0,-7
21130,2,2,199411,68.1039,-8,-8,-8,-8,0.0819,11,-8,3,1,1,14
21132,1,8,199404,40.9006,-8,-8,-8,-8,-0.0975,2,-8,2,-8,-8,-8
21133,1,2,199511,68.1008,4,9,1,1,-0.8786,10,6,1,1,1,2
21134,2,8,199505,33.0499,2,3,2,1,-0.9072,8,3,3,-8,-8,-8
21135,2,8,199507,66.7827,1,4,7,0,-0.496,10,10,3,1,1,2
21137,2,8,199502,63.8704,2,4,4,0,0.0368,4,8,1,1,1,2
21138,1,5,199410,44.2735,2,3,5,0,-0.4418,11,6,2,-8,-8,-8
21139,2,3,199412,44.99,-8,-8,-8,-8,-0.141,6,-8,3,1,1,14
21140,1,8,199408,45.4404,2,4,3,1,-0.4169,6,4,3,1,1,11
21141,1,5,199506,49.0974,-8,-8,-8,-8,-0.2578,11,-8,3,-8,-8,-8
21142,1,5,199501,34.8532,4,5,2,1,-0.5319,2,4,3,1,1,2
21143,2,8,199509,54.4594,2,5,5,0,0.0603,8,8,3,1,1,3
21145,2,8,199505,63.4627,4,4,3,0,-0.5468,10,10,1,1,1,2
21146,2,8,199505,51.4224,-8,-8,-8,-8,0.0591,10,-8,3,-8,-8,-8
21147,2,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
21148,1,8,199505,45.9662,2,4,2,1,-0.755,11,10,1,1,1,2
21149,1,8,199505,50.0889,-8,-8,-8,-8,-0.1902,10,-8,1,-8,-8,-8
21150,1,6,199409,55.1914,-8,-8,-8,-8,-0.134,6,-8,2,1,1,16
21151,1,5,199507,54.0589,2,5,4,0,-0.5415,6,6,3,1,1,2
21152,2,8,199402,39.7641,2,4,1,1,-0.9075,10,10,3,3,0,-7
21153,2,5,199504,53.3152,-8,-8,-8,-8,-0.4709,11,-8,3,-8,-8,-8
21154,1,8,199506,53.8323,7,4,3,0,1.6189,8,6,4,1,1,3
21155,2,6,199507,64.0498,4,4,4,0,0.0573,11,6,2,1,1,4
21156,1,3,199210,48.1851,2,7,2,1,-0.2839,2,4,3,3,1,-9
21157,1,2,199503,60.2982,5,3,8,0,1.1406,6,6,3,1,1,2
21158,2,5,199408,49.2046,1,6,4,0,-0.9363,8,8,2,1,0,-7
21159,2,8,199509,64.3876,3,4,6,0,0.0488,8,6,2,1,1,16
21160,2,8,199511,48.7845,4,4,2,1,0.466,6,6,1,1,1,2
21161,1,3,199508,52.6165,3,5,2,1,-0.473,10,8,2,1,0,-7
21162,2,8,199410,52.3055,2,4,2,1,-0.3191,4,6,3,1,1,4
21163,1,5,199308,42.89,-8,-8,-8,-8,-0.3606,11,-8,3,3,0,-7
21164,2,8,199505,47.3852,3,9,3,1,-0.3721,2,3,2,1,0,-7
21165,2,8,199509,61.8991,3,4,11,0,0.1813,6,6,2,1,1,3
21166,2,8,199505,45.8206,4,5,6,0,0.7604,9,8,1,1,1,2
21167,1,8,-9,-8,4,-9,6,-9,-8,-8,6,4,1,1,4
21168,2,5,199410,49.3725,2,3,2,0,-0.3554,11,3,2,1,1,3
21169,1,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,4,1,1,3
21170,1,6,199506,42.4319,3,2,2,1,-0.1237,11,4,2,1,0,-7
21171,2,5,199409,59.3346,2,4,2,1,-0.9535,8,10,2,1,1,3
21172,2,8,199411,43.6211,2,3,2,1,-0.6574,6,6,1,1,1,2
21173,1,5,199505,51.6279,-8,-8,-8,-8,-0.9307,9,-8,2,1,1,2
21174,1,2,199503,53.074,4,5,2,1,-0.0373,8,6,1,1,1,14
21175,1,8,199506,50.3658,3,3,2,1,-0.5787,2,4,2,1,1,4
21176,2,5,199510,51.2807,2,4,5,0,-0.358,8,10,4,1,1,20
21177,1,8,199403,48.1392,-8,-8,-8,-8,0.1225,2,-8,1,-8,-8,-8
21179,1,4,199500,-8,-8,-8,-8,-8,-8,-8,-8,4,3,0,-7
21180,2,5,199506,67.2698,3,3,2,1,-0.5434,3,10,3,-8,-8,-8
21181,2,8,199409,45.5705,-8,-8,-8,-8,0.1037,10,-8,3,-8,-8,-8
21182,1,3,199411,56.2126,2,3,6,0,-0.1878,8,6,3,1,1,3
21183,1,5,199502,46.4867,2,4,2,1,-0.7488,11,6,1,1,0,-7
21184,2,8,199301,44.4267,-8,-8,-8,-8,-0.2306,11,-8,1,1,0,-7
21185,2,6,199407,51.5291,5,3,5,0,0.5311,6,6,3,1,0,-7
21186,1,8,199412,39.8055,4,4,7,0,0.6856,6,8,3,-8,-8,-8
21187,1,8,199403,51.3392,3,3,2,1,-0.4704,8,11,1,-8,-8,-8
21188,2,8,199501,51.4568,4,10,4,1,0.1543,2,6,4,1,0,-7
21189,1,2,199401,79.7453,-8,-8,-8,-8,1.41,8,-8,2,3,1,30
21190,1,6,199407,51.8459,4,6,8,0,0.543,10,10,3,1,1,8
21191,1,8,199507,51.2321,4,5,5,0,0.4116,8,10,4,1,1,4
21192,1,6,199409,49.4679,4,4,3,0,0.2005,10,11,3,-8,-8,-8
21193,2,5,199501,50.2871,-8,-8,-8,-8,-0.1218,8,-8,1,1,1,3
21194,1,3,199505,39.8411,4,5,5,0,-0.1354,10,10,3,1,1,8
21195,2,6,199504,52.2837,2,6,5,0,-0.4003,11,6,4,-8,-8,-8
21196,2,8,199506,58.0521,-8,-8,-8,-8,-0.0855,10,-8,1,1,1,2
21197,1,2,199401,67.2662,-8,-8,-8,-8,0.9838,11,-8,3,2,0,-7
21198,2,8,199403,48.8642,3,4,2,1,-0.4348,4,6,4,1,0,-7
21199,2,8,199504,52.4248,2,3,1,1,-1.2098,10,11,2,1,1,3
21201,2,5,199401,48.0488,1,6,2,1,-1.1272,11,11,2,1,1,3
21202,2,6,199505,60.6722,7,3,10,0,2.4789,10,10,3,1,1,3
21203,2,8,199412,62.1079,-8,-8,-8,-8,1.3163,11,-8,4,1,1,3
21204,2,-9,199400,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8
21205,1,8,199410,45.64,2,5,2,1,-0.7751,11,6,3,1,1,2
21208,1,8,199308,45.0064,-8,-8,-8,-8,-0.7596,8,-8,3,2,0,-7
21209,1,8,199411,49.2263,2,3,4,0,-0.1561,10,10,3,-8,-8,-8
21210,2,3,199303,31.0571,2,9,2,1,-0.6094,8,10,3,2,0,-7
21211,2,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,2
21212,2,8,199502,58.0861,4,5,8,0,0.4809,10,10,1,-8,-8,-8
21213,2,8,199507,52.8337,-8,-8,-8,-8,0.1277,6,-8,2,3,0,-7
21214,1,5,199505,41.2704,5,4,4,0,0.4604,10,6,3,1,1,3
21215,2,2,199200,-8,-8,-8,-8,-8,-8,-8,-8,3,3,0,-7
21216,2,8,199505,65.4759,-8,-8,-8,-8,0.7675,6,-8,3,1,1,2
21217,2,5,199412,61.9345,2,4,3,0,-0.4843,6,8,4,1,1,2
21218,2,2,199505,41.6743,-8,-8,-8,-8,-0.1418,2,-8,2,1,1,-9
21219,2,8,199501,50.9889,5,3,5,0,0.7814,11,10,2,1,1,2
21220,1,8,199408,41.7489,2,3,2,1,-1.0862,4,6,3,1,1,5
21221,1,8,199400,-8,3,4,6,0,-8,-8,6,3,1,1,3
21222,2,5,199411,42.8447,-8,-8,-8,-8,-0.7156,6,-8,2,-8,-8,-8
21223,1,8,199508,40.7702,4,7,5,0,0.3092,4,6,2,1,1,15
21225,2,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8
21226,2,6,199309,37.8015,-8,-8,-8,-8,-0.6097,4,-8,3,1,1,0
21227,1,8,199410,50.9803,-8,-8,-8,-8,0.0545,6,-8,2,-8,-8,-8
21228,1,2,199503,60.3276,-8,-8,-8,-8,-0.1575,11,-8,2,1,1,2
21229,2,8,199409,59.5241,-8,-8,-8,-8,0.3987,11,-8,3,-8,-8,-8
21230,2,8,199412,59.4749,2,6,6,0,0.4804,10,10,3,1,1,2
21231,1,8,199402,44.9685,2,5,3,1,-0.2591,2,2,3,1,1,4
21232,1,-9,199300,-8,-8,-8,-8,-8,-8,-8,-8,1,1,0,-7
21233,2,8,199412,61.5981,3,6,1,1,-1.1103,10,6,1,1,1,2
21234,1,8,199506,65.2151,4,5,5,0,0.1295,11,6,3,1,0,-7
21235,2,8,199511,39.5918,3,5,5,0,0.0735,11,6,2,1,0,-7
21236,2,5,199509,48.8274,-8,-8,-8,-8,-0.6777,10,-8,4,-8,-8,-8
21237,1,6,199504,67.9538,4,7,11,0,0.4868,10,6,4,-8,-8,-8
21238,2,8,199507,48.3054,-8,-8,-8,-8,0.1521,10,-8,4,1,1,7
21239,1,8,199506,52.9438,3,5,3,1,-0.1181,11,6,3,1,1,4
21240,1,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,1,1,0,-7
21241,2,6,199503,51.403,5,6,7,0,0.7133,8,10,4,1,1,3
21242,2,3,199401,51.0015,2,6,1,1,-1.3184,11,10,3,1,0,-7
21243,2,3,199411,38.3992,-8,-8,-8,-8,-0.102,10,-8,4,1,1,1
21244,2,4,199504,48.08,-8,-8,-8,-8,-0.1027,2,-8,2,3,1,0
21245,2,8,199412,59.6934,2,4,4,0,-0.3596,6,4,1,1,1,2
21247,1,-9,199400,-8,3,-9,4,-9,-8,-8,2,2,-8,-8,-8
21248,1,8,199502,73.4425,4,3,5,0,0.5498,6,8,2,1,1,4
21249,1,2,199508,69.4831,5,6,2,1,-0.2696,8,6,1,-8,-8,-8
21250,2,2,199500,-8,-8,-8,-8,-8,-8,-8,-8,2,1,0,-7
21251,1,5,199312,41.9987,7,2,5,0,1.1273,4,8,2,2,1,18
21252,2,8,199406,30.7225,-8,-8,-8,-8,-0.7383,11,-8,3,1,1,0
21253,1,8,199500,-8,3,4,3,0,-8,-8,6,3,-8,-8,-8
21254,1,3,199503,51.4395,4,4,3,1,-0.4799,6,6,1,1,1,2
21255,1,8,199507,33.0219,3,5,5,0,0.2054,2,6,1,1,0,-7
21257,2,5,199505,50.3361,3,7,3,1,-0.3664,8,10,4,1,1,4
21258,2,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
21259,1,2,199504,65.2113,-8,-8,-8,-8,1.1664,11,-8,2,-8,-8,-8
21260,1,3,199400,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8
21261,2,2,199508,39.9107,1,11,3,1,-0.8238,10,8,2,-8,-8,-8
21262,2,3,199505,63.7266,4,5,6,0,0.6753,6,8,2,1,1,3
21264,2,8,199508,78.1397,5,3,11,0,1.2719,8,10,4,1,1,2
21265,1,5,199510,63.0376,2,5,3,1,-0.4729,8,8,4,-8,-8,-8
21266,1,5,199507,59.6647,-8,-8,-8,-8,-0.4125,6,-8,3,-8,-8,-8
21267,1,8,199503,60.1423,5,4,9,0,1.502,10,6,1,1,1,2
21268,2,8,199506,52.3908,4,3,3,0,-0.0784,8,6,3,-8,-8,-8
21269,2,8,199503,55.8353,3,2,2,0,-0.4348,11,6,3,1,1,1
21270,1,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,2
21271,1,8,199412,31.1947,-8,-8,-8,-8,-0.5751,2,-8,4,-8,-8,-8
21272,1,8,199505,49.7092,4,5,3,0,0.1734,8,11,3,1,1,2
21273,2,8,199503,52.9385,3,4,5,0,0.4431,10,6,3,1,1,3
21274,2,8,199411,55.124,3,6,4,0,-0.18,6,6,2,1,1,3
21275,1,8,199506,49.3461,4,5,5,0,0.0411,8,6,4,1,0,-7
21276,1,3,199509,54.9302,-8,-8,-8,-8,0.2433,11,-8,4,1,1,3
21277,2,8,199411,59.4178,2,4,4,0,-0.1774,11,10,3,1,1,3
21278,1,5,199400,61.6745,-8,-8,-8,-8,0.4875,10,-8,2,-8,-8,-8
21279,1,8,199407,50.2514,-8,-8,-8,-8,-0.0639,10,-8,3,-8,-8,-8
21280,2,-9,199500,-8,-8,-8,-8,-8,-8,-8,-8,1,1,0,-7
21281,1,8,199502,50.9527,4,4,6,0,0.7183,6,8,3,-8,-8,-8
21282,1,6,199508,61.4847,4,4,8,0,1.1476,6,6,4,1,1,12
21283,2,5,199310,36.2508,2,4,1,1,-0.8229,2,2,4,-8,-8,-8
21284,1,8,199509,61.2166,4,7,5,0,0.0185,6,8,3,-8,-8,-8
21285,2,8,199506,51.2686,3,2,4,0,0.2213,6,6,2,1,1,3
21286,1,8,199406,53.5891,2,2,2,0,-0.3554,6,4,3,1,1,3
21287,1,3,199400,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,-8,-8
21288,2,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,1,1,0,-7
